job_title,company,job_location,job_summary,today,job_salary,extracted_skills,yearly_salary
avp - data analyst,Barclays,"Pune, Maharashtra","Familiar with data platform capabilities like data ingestion (ETL vs CDC), data lake, data warehouse, data marts, data science.",2022-07-26,Not Disclosed,['etl'],
data analyst,Bar Code India,"Gurgaon, Haryana","Acquire data from primary or secondary data sources and maintain databases/data systems.,He will study existing customer data.,Accuracy and attention to detail.",2022-07-26,Not Disclosed,[],
"remote data analyst (tableau, qlikview, spotfire, and powerb...",Turing,Remote,"The selected candidate will be tasked with developing new data validation methods and data analysis tools.,Ensure the correct usage of existing data sources,…",2022-07-26,Not Disclosed,['data analysis'],
"data analyst, weather/altitude network",NextNav,"Bengaluru, Karnataka","Strong analytical skills, with a solid foundation in statistics and data processing, including data reduction, regression, automation, and visualization.",2022-07-26,Not Disclosed,['statistics'],
research science analyst_global payments map_gurugram,McKinsey & Company,"Gurgaon, Haryana","Excellent analytical and problem-solving skills, incl. intellectual curiosity, ability to structure problems in qualitative and quantitative terms, ability to…",2022-07-26,Not Disclosed,[],
lead data analyst,PowerSchool Group LLC,"Bengaluru, Karnataka","3-5 years’ prior experience in a data analyst role.,Conduct data analysis; evaluate business processes; determine business needs; identify requirements; develop…",2022-07-26,Not Disclosed,['data analysis'],
banking.data management analyst,Citco,"Hyderabad, Telangana","Analyze data using Microsoft Excel and produce reports for the internal and external stakeholders;,Maintain and update customer data in Citco Banks information…",2022-07-26,Not Disclosed,['excel'],
"senior data analyst, ice bonds",Intercontinental Exchange,"Hyderabad, Telangana","Process and analyze large volumes of data.,Develop data analytics for the ICE Bonds fixed income business.,Strong analytical skills including ability to rapidly…",2022-07-26,Not Disclosed,[],
data analyst,Carlson Wagonlit Travel,"Gurgaon, Haryana","Understanding of end-to-end data processes and data flow and Products.,Maintaining and improving the data flow globally.,Review reports to measure & meet KPI’s.",2022-07-26,Not Disclosed,[],
data analyst,GO MO Group,"Pune, Maharashtra","Hands-on expertise in data research skills using available resources.,Devise and evaluate methods for collecting data, interpreting information and collating in…",2022-07-26,Not Disclosed,[],
"data analyst - payments, cards & etoll",IDFC FIRST Bank,"Mumbai, Maharashtra"," Drive application & technical architectures to ensure scalability, data consistency, speed of access, appropriate monitoring & instrumentation.",2022-07-26,Not Disclosed,[],
data analyst,HRhelpdesk,"Bengaluru, Karnataka","Knowledge of data modelling through entity relationship/ORM tools and data normalization are a plus.,Responsibilities: - The role will be part of larger Tech…",2022-07-26,"₹10,00,000 - ₹15,00,000 a year",[],1250000.0
usi-eh23-ea-gtlo-talent program support - analyst,Deloitte,"Hyderabad, Telangana","§ Employee engagement and brand initiatives, Mobility, Strategic Hiring, Digital Transformation, Diversity/Inclusion – These projects will include activities in…",2022-07-26,Not Disclosed,[],
power bi developer,citius tech,Remote,"Connect to data sources, import data, and transform data for Business Intelligence.,Excellent in analytical thinking for translating data into informative…",2022-07-26,Not Disclosed,[],
customer service analyst,Amex,"Gurgaon, Haryana","Drive key metrics by making recommendations based on identifying and analyzing data and implementing strategies.,Participate in different projects and deliver.",2022-07-26,Not Disclosed,[],
business analyst,Q UP APP- 3409Tech venture pvt. ltd,"Pune, Maharashtra","Utilizing IT data for business insights.,Business analyst: 1 year (Preferred).,Understanding strategic business needs and plans for growth.",2022-07-26,"₹15,000 - ₹25,000 a month",[],240000.0
data analyst - senior associate 2,PwC,"Bengaluru, Karnataka","Able to assess the effectiveness and accuracy of new data sources and data gathering techniques.,Knowledge of designing, implementing, deploying, and…",2022-07-26,Not Disclosed,[],
business analyst,Paytm,"Bengaluru, Karnataka","You will execute quantitative analysis that translates data into actionable insights.,Penchant for business and persistence to work with data to derive insights…",2022-07-26,Not Disclosed,[],
divisional risk and control analyst,Deutsche Bank,"Jaipur, Rajasthan+2 locations","Perform risk monitoring and independent risk assessments.,Drive and deliver risk and control related initiatives.,Best in class leave policy.",2022-07-26,Not Disclosed,[],
crm database administrator/analyst,c3controls,"Temporarily Mumbai, Maharashtra","Ability to present complex data clearly.,Develop data mining and customer prospect profiling.,The successful candidate will drive business insights and…",2022-07-26,"₹30,000 - ₹60,000 a month",[],540000.0
business analyst,Société Générale,"Bengaluru, Karnataka+1 location","Expertise in MS Office tools, Agile toolset, data visualization and collaboration tools., JIRA.,Job Role - Lead business Analyst.",2022-07-26,Not Disclosed,['data visualization'],
senior business analyst,ixigo,Haryana,"Provide solutions for data modeling, usability & management of different data sources.,Execute data projects and reports from end to end.",2022-07-26,Not Disclosed,[],
analyst-supply chain management,Accenture,"Chennai, Tamil Nadu",This includes focusing on tracking business performance through trusted data and insights while actively managing employee behaviors.,2022-07-26,Not Disclosed,[],
analyst - global business operations,InMobi,"Bengaluru, Karnataka",Undertake Publisher/Users data subject requests by complying to the regulations and updating relevant user rights forms in the tool.,2022-07-26,Not Disclosed,[],
senior data analyst (panel),YouGov,"Hybrid remote in Mumbai, Maharashtra","You'll have excellent data interrogation and analysis skills, using qualitative or quantitative data, to guide planning and prioritisation.",2022-07-26,Not Disclosed,[],
bi data analyst,Lingaro Group,India,"Gathering data, analyzing data, modeling data.,Hands-on experience with data integration, data modeling.,Minimum 2-year experience in business data analysis and…",2022-07-26,Not Disclosed,['data analysis'],
data analyst,CarDekho,"Gurgaon, Haryana","Create various analysis for error handling in existing data products.,You will execute quantitative analysis that translates data into actionable insights.",2022-07-26,Not Disclosed,[],
business analyst- csu,Ameriprise Financial,"Gurgaon, Haryana","Provide support to Registered Principals and Supervision leaders in conducting supervision by providing 1st level analysis of documents and processes, data…",2022-07-26,Not Disclosed,[],
senior data analyst- machine learning,Oracle,"Bengaluru, Karnataka","Good knowledge in data engineering concepts, data architecture design, performance tuning, and data modeling advanced ability to perform exploratory data…",2022-07-26,Not Disclosed,[],
ppc analyst,CedCommerce,"Lucknow, Uttar Pradesh","Google Analytics data analysis and reports.,Ability to analyze data through web analytics and expert knowledge on Google Analytics and Google Adwords.",2022-07-26,Not Disclosed,['data analysis'],
talent data and analytics coordinator -analyst,Deloitte,"Hyderabad, Telangana","Work with external organizational design vendors, like OrgVue, to submit data and conduct data analysis to help achieve business objectives.",2022-07-26,Not Disclosed,['data analysis'],
data analysts & market research,Razorpod,"Gurgaon, Haryana","Ability to derive stories from data & Visualization.,Conduct competitive research and analyze benchmarking data to drive relevant next steps for key brands.",2022-07-26,"₹8,481 - ₹24,248 a month",[],196374.0
data analyst,BCD Travel Corporate,"Bengaluru, Karnataka","Conduct trending, data mining and data analytics efficiently.,Diagnose and fix data related and reporting issues to ensure data accuracy.",2022-07-26,Not Disclosed,[],
data analyst,Cisco Systems,"Bengaluru, Karnataka","Ability to take data driven decisions.,Great with reporting, analytics, visualization of data.,Technical as well as business knowledge of data and database…",2022-07-26,Not Disclosed,[],
data processing analyst i,"Arrow Electronics, Inc.","Delhi, Delhi","Prepare, check source information , verify data and correct data where necessary.,Comply with data integrity and security policies.",2022-07-26,Not Disclosed,[],
capacity planning data analyst,Johnson Controls,"Pune, Maharashtra",< >You will work with the Onshore Capacity Planning Data Analysts to produce capacity plans by country and domains to support delivery of Installations and…,2022-07-26,Not Disclosed,[],
senior data processing analyst- omnishopper,NielsenIQ,"Chennai, Tamil Nadu",Omni Shopper Team member is considered as the Core team who are responsible to building Customized Databases based on client requirements by coordinating with…,2022-07-26,Not Disclosed,[],
sr. analyst - accounting data management,WNS India,"Bengaluru, Karnataka","Able to understand the underlying reference data and data flows and its impact on reporting / accounting processes.,VBA Macros experience strongly preferred.",2022-07-26,Not Disclosed,[],
